employee_id,department,designation,employment_type,location,age,tenure_months,months_since_last_hike,current_salary,last_hike_percentage,total_leaves_taken,leave_trend_flag,productivity_score,productivity_trend_flag,bench_days_last_6mo,manager_change_count,number_of_client_switches,Attrition
777,Engineering,Team Lead,Full-time,Hybrid,26,55,7,90563,0.4,23,1,55.8,1,3,0,1,0
778,HR,Manager,Full-time,Onsite,46,26,20,105036,5.9,18,0,73.7,0,55,0,0,0
779,Operations,Associate,Full-time,Remote,55,25,20,110528,7.1,0,0,65.3,0,21,0,0,0
780,Sales,Senior Associate,Full-time,Hybrid,30,36,21,85113,2.8,12,0,79.1,1,9,1,0,0
781,Engineering,Manager,Contract,Remote,27,71,32,83096,15.8,21,0,69.0,0,20,0,0,0
782,Marketing,Associate,Full-time,Remote,39,74,26,40133,6.1,15,1,81.8,0,24,1,1,0
783,HR,Senior Associate,Full-time,Remote,35,58,21,36405,6.9,17,0,91.2,0,5,1,1,0
784,HR,Team Lead,Full-time,Remote,40,111,29,60269,22.5,11,0,51.7,0,29,1,0,1
785,Engineering,Senior Associate,Full-time,Hybrid,35,12,8,112410,11.7,24,0,59.8,0,28,1,0,0
786,Operations,Manager,Full-time,Onsite,38,1,34,126993,9.8,4,0,66.2,1,10,0,1,1
787,Engineering,Team Lead,Full-time,Remote,56,116,17,145742,18.1,20,0,97.7,0,10,0,0,0
788,Sales,Associate,Full-time,Hybrid,50,50,4,47085,22.7,12,0,61.9,0,58,0,0,0
789,Engineering,Team Lead,Contract,Remote,38,25,26,65702,0.6,25,0,62.9,0,47,0,0,1
790,HR,Associate,Full-time,Onsite,29,80,5,109883,11.2,7,1,79.2,0,45,0,0,0
791,Engineering,Associate,Contract,Hybrid,22,5,31,43502,15.3,5,0,65.2,1,26,1,0,1
792,Operations,Senior Associate,Full-time,Hybrid,57,83,7,76479,8.0,2,1,97.1,0,18,0,0,0
793,Marketing,Senior Associate,Full-time,Onsite,28,68,20,109384,19.3,24,0,93.7,0,21,0,1,0
794,Finance,Senior Associate,Full-time,Hybrid,26,6,17,117957,24.3,25,0,70.8,0,27,0,1,0
795,Engineering,Manager,Full-time,Onsite,45,26,13,44426,23.6,19,0,78.7,0,58,0,0,0
796,Operations,Manager,Full-time,Hybrid,49,113,14,100231,6.6,25,0,43.5,0,59,2,2,1
797,Operations,Senior Associate,Full-time,Hybrid,38,103,25,144507,5.7,3,0,81.7,0,3,0,2,0
798,Marketing,Manager,Full-time,Onsite,41,55,31,45860,23.9,11,0,82.4,0,36,0,0,0
799,HR,Team Lead,Full-time,Onsite,24,39,27,76865,11.5,12,0,61.6,0,53,1,0,1
800,Operations,Team Lead,Full-time,Hybrid,47,9,31,77404,5.2,1,0,53.2,1,56,1,1,0
801,Operations,Manager,Full-time,Hybrid,36,45,12,121246,17.7,18,0,94.9,0,18,1,1,0
802,Operations,Manager,Full-time,Onsite,29,116,14,87423,7.1,3,0,65.6,0,16,0,1,0
803,Operations,Team Lead,Full-time,Onsite,34,14,17,120947,6.7,22,0,79.2,1,49,1,1,1
804,Sales,Associate,Full-time,Hybrid,24,112,5,104379,22.0,12,1,42.0,1,39,0,1,0
805,Sales,Team Lead,Full-time,Hybrid,22,55,10,61152,4.1,18,0,64.8,0,35,0,1,1
806,HR,Team Lead,Contract,Hybrid,30,9,31,145104,1.6,7,1,89.0,1,22,0,1,1
807,Engineering,Manager,Full-time,Onsite,52,15,19,111109,6.7,7,0,63.3,1,49,0,2,1
808,Operations,Team Lead,Full-time,Hybrid,47,37,32,133870,15.2,15,1,76.2,0,27,0,0,0
809,Marketing,Manager,Full-time,Remote,38,50,7,60737,3.1,25,0,52.6,0,10,0,0,0
810,Engineering,Manager,Full-time,Onsite,55,117,34,84325,11.8,10,1,65.0,0,57,1,1,1
811,Marketing,Senior Associate,Full-time,Hybrid,30,84,4,68767,15.7,17,0,95.7,0,13,1,0,0
812,Engineering,Team Lead,Full-time,Onsite,34,72,34,123792,21.2,3,0,74.0,0,12,0,2,0
813,HR,Associate,Contract,Remote,26,96,13,132170,5.7,23,0,94.1,0,23,0,2,0
814,Operations,Senior Associate,Full-time,Onsite,34,111,20,71705,20.4,0,0,94.1,1,57,0,2,1
815,Operations,Manager,Full-time,Hybrid,22,21,23,32002,5.9,0,1,96.6,0,15,1,1,1
816,Finance,Manager,Full-time,Remote,46,57,16,112159,16.9,29,0,93.7,0,27,2,0,1
817,Marketing,Associate,Full-time,Remote,25,105,17,90237,10.8,13,0,40.2,0,29,0,2,0
818,Engineering,Manager,Full-time,Hybrid,57,19,33,146632,2.9,3,0,96.0,0,43,0,0,1
819,Engineering,Team Lead,Full-time,Hybrid,31,93,11,85713,17.9,10,0,48.2,1,40,0,1,1
820,Sales,Senior Associate,Full-time,Hybrid,49,58,15,71815,5.4,17,0,42.4,0,38,0,0,1
821,Finance,Manager,Contract,Onsite,27,95,3,94997,4.4,15,0,43.3,0,41,1,1,0
822,Sales,Manager,Full-time,Onsite,48,118,24,90859,9.0,16,0,60.9,0,26,1,0,0
823,Sales,Associate,Full-time,Onsite,33,6,33,144229,16.3,23,0,77.2,1,16,0,0,1
824,Sales,Team Lead,Full-time,Hybrid,24,4,27,93236,5.8,1,0,64.1,0,49,0,0,1
825,Marketing,Manager,Full-time,Hybrid,54,43,10,117787,4.6,3,0,41.5,0,56,1,1,1
826,Marketing,Associate,Full-time,Onsite,31,93,12,147882,0.2,2,0,68.6,0,25,0,0,0
827,HR,Manager,Full-time,Remote,52,42,30,108243,11.8,14,0,66.5,1,6,0,0,0
828,HR,Associate,Full-time,Onsite,36,3,24,119653,10.7,1,0,85.4,0,58,1,0,0
829,Sales,Associate,Full-time,Remote,28,1,9,52743,5.8,23,1,56.8,1,34,0,0,0
830,Finance,Team Lead,Full-time,Hybrid,57,108,23,86739,1.3,18,1,53.1,0,14,0,0,0
831,Engineering,Manager,Contract,Hybrid,35,55,0,149492,10.7,8,1,55.4,0,15,2,0,0
832,Marketing,Team Lead,Full-time,Onsite,35,15,24,106326,19.7,9,0,58.2,0,20,1,0,0
833,Finance,Associate,Contract,Onsite,24,47,27,143605,17.9,20,1,75.9,0,16,0,1,0
834,Operations,Senior Associate,Contract,Hybrid,24,85,35,128156,21.5,24,0,68.3,1,44,0,2,1
835,Marketing,Manager,Full-time,Onsite,43,46,17,111132,0.2,18,0,60.2,1,25,0,0,0
836,Marketing,Senior Associate,Full-time,Hybrid,40,58,5,60339,24.2,27,0,62.5,1,34,1,2,1
837,HR,Manager,Full-time,Hybrid,56,95,1,64121,8.5,4,1,62.3,0,58,0,0,0
838,Engineering,Team Lead,Full-time,Remote,33,71,2,72995,24.8,13,1,98.3,1,19,2,0,1
839,Engineering,Team Lead,Full-time,Onsite,26,81,7,82032,6.3,9,0,54.0,0,19,0,2,1
840,Operations,Team Lead,Full-time,Hybrid,31,83,30,144132,11.8,15,0,89.1,1,22,1,0,0
841,Operations,Team Lead,Contract,Onsite,54,39,18,79831,8.8,5,0,82.5,1,4,1,0,0
842,Marketing,Team Lead,Full-time,Remote,34,3,5,71446,8.9,24,1,40.3,0,8,0,2,1
843,Sales,Senior Associate,Full-time,Remote,56,30,13,148308,21.1,7,1,99.6,1,22,2,0,1
844,HR,Team Lead,Full-time,Onsite,53,35,2,75678,18.7,1,0,85.4,0,17,0,1,0
845,HR,Associate,Contract,Onsite,32,57,0,50698,24.8,17,0,80.9,0,28,1,1,0
846,Marketing,Associate,Full-time,Hybrid,45,29,29,135168,15.3,28,0,64.3,0,10,0,1,0
847,Finance,Senior Associate,Contract,Remote,56,50,18,110252,11.6,20,1,73.3,0,42,0,1,1
848,Sales,Manager,Full-time,Remote,40,62,18,126342,2.3,20,1,55.2,0,47,0,0,1
849,Marketing,Associate,Full-time,Remote,27,52,8,113404,24.9,20,0,42.1,1,7,0,0,1
850,Sales,Manager,Full-time,Onsite,56,118,6,77918,13.8,19,0,90.2,0,26,0,1,0
851,Sales,Senior Associate,Full-time,Hybrid,25,14,6,126666,17.5,7,1,93.8,0,1,0,0,0
852,Sales,Manager,Full-time,Onsite,54,35,8,145378,10.2,26,0,49.7,0,22,4,0,1
853,Marketing,Manager,Full-time,Onsite,34,28,3,87235,13.7,4,1,87.2,0,20,0,0,1
854,HR,Manager,Full-time,Onsite,57,58,24,36125,23.6,16,0,84.5,0,9,0,0,0
855,HR,Manager,Full-time,Hybrid,40,30,11,137508,4.2,15,1,50.7,0,37,0,0,0
856,Sales,Senior Associate,Full-time,Onsite,33,90,5,130651,7.3,25,1,65.3,0,58,0,0,1
857,Finance,Associate,Contract,Remote,32,7,17,77511,3.8,29,0,65.4,0,3,0,0,0
858,Engineering,Team Lead,Full-time,Remote,27,39,20,132012,19.8,4,1,85.6,1,20,1,1,1
859,Marketing,Manager,Full-time,Remote,33,95,14,59046,1.6,16,0,90.3,0,59,0,1,0
860,Engineering,Associate,Full-time,Hybrid,48,69,2,118296,2.0,3,1,45.7,0,36,1,1,1
861,Finance,Associate,Full-time,Onsite,46,35,1,40114,7.5,0,1,73.8,1,54,1,1,1
862,Marketing,Senior Associate,Full-time,Hybrid,24,114,3,30637,12.9,21,0,85.7,1,42,0,0,1
863,Sales,Associate,Full-time,Onsite,24,111,31,68634,10.2,5,0,87.2,0,11,1,0,0
864,HR,Senior Associate,Full-time,Remote,41,52,1,118713,1.1,0,0,48.9,0,47,0,0,0
865,Engineering,Manager,Full-time,Onsite,49,14,28,65776,23.9,27,1,71.5,1,51,0,0,0
866,Operations,Manager,Full-time,Onsite,44,63,1,53600,23.8,23,1,91.5,1,52,1,0,1
867,Operations,Team Lead,Full-time,Onsite,24,36,33,111787,7.0,29,0,59.1,1,45,2,1,0
868,Finance,Team Lead,Full-time,Hybrid,45,91,26,56809,18.3,3,1,65.5,0,13,1,0,0
869,Sales,Team Lead,Full-time,Onsite,27,24,17,53756,14.5,1,0,88.3,0,51,0,2,1
870,Engineering,Associate,Full-time,Onsite,41,40,35,89469,5.9,12,0,45.4,0,19,2,1,1
871,Sales,Manager,Full-time,Onsite,32,29,18,68368,6.6,13,0,91.6,0,46,1,0,1
872,Engineering,Senior Associate,Full-time,Hybrid,53,53,26,107185,12.3,16,0,58.7,0,7,0,0,0
873,Finance,Team Lead,Contract,Hybrid,48,109,19,106902,10.5,10,0,40.1,0,26,1,0,0
874,Finance,Senior Associate,Full-time,Hybrid,42,22,20,41880,7.3,2,0,54.0,0,36,1,0,0
875,Operations,Senior Associate,Full-time,Onsite,34,72,22,113319,20.2,6,0,45.4,1,40,0,0,0
876,Sales,Team Lead,Full-time,Remote,43,15,29,87155,12.0,9,1,45.5,0,20,2,0,1
877,Marketing,Manager,Full-time,Remote,56,113,24,146193,16.4,10,0,81.6,0,47,1,1,0
878,Operations,Team Lead,Full-time,Remote,43,69,30,117762,4.7,9,0,52.8,1,55,1,1,1
879,Sales,Senior Associate,Full-time,Onsite,49,116,26,136745,13.3,7,0,96.1,0,34,0,3,0
880,Operations,Team Lead,Full-time,Remote,42,64,33,95316,7.9,4,1,71.0,0,43,0,0,1
881,Marketing,Senior Associate,Full-time,Remote,39,4,7,100856,13.2,22,1,67.6,0,38,1,0,0
882,HR,Senior Associate,Full-time,Remote,52,75,18,38727,19.5,1,1,66.1,0,48,0,0,0
883,HR,Team Lead,Full-time,Onsite,42,18,25,107260,19.2,27,1,81.6,0,14,0,0,0
884,HR,Associate,Full-time,Remote,35,42,27,69211,8.9,27,0,67.1,1,46,0,0,0
885,HR,Team Lead,Full-time,Remote,46,113,3,115469,17.4,14,0,47.7,0,11,1,1,0
886,Engineering,Associate,Full-time,Onsite,48,30,30,108930,23.5,15,1,92.8,1,52,0,0,1
887,HR,Senior Associate,Full-time,Hybrid,44,15,15,135256,15.6,3,1,65.7,0,33,0,0,1
888,Marketing,Senior Associate,Full-time,Remote,52,70,9,71417,3.7,21,0,44.4,0,7,0,1,0
889,Finance,Associate,Full-time,Hybrid,50,55,9,114658,17.0,27,1,71.8,1,59,0,0,1
890,Finance,Senior Associate,Full-time,Remote,51,53,8,131673,2.6,27,1,78.8,0,53,0,2,0
891,Engineering,Associate,Full-time,Onsite,47,16,35,92827,21.8,15,1,56.5,0,36,0,1,1
892,HR,Associate,Full-time,Hybrid,41,111,35,61437,12.9,11,1,88.0,0,29,0,1,0
893,HR,Senior Associate,Full-time,Hybrid,40,104,18,50519,9.6,27,0,80.2,0,2,2,1,1
894,HR,Manager,Full-time,Hybrid,48,73,18,37983,1.4,13,0,79.0,0,29,0,0,0
895,Operations,Associate,Full-time,Hybrid,46,107,11,74656,9.5,11,0,65.2,1,28,1,0,0
896,Sales,Team Lead,Full-time,Remote,44,34,12,148099,22.6,27,0,97.7,0,0,0,0,0
897,Operations,Team Lead,Full-time,Remote,50,27,24,35635,0.5,20,1,56.5,1,15,0,0,0
898,Sales,Senior Associate,Full-time,Hybrid,36,13,35,132373,11.9,15,0,74.7,0,41,1,0,0
899,HR,Manager,Full-time,Remote,24,100,24,134555,23.3,15,0,58.5,0,30,0,1,1
900,HR,Senior Associate,Full-time,Hybrid,31,27,27,139883,9.9,21,0,84.7,0,57,0,0,0
901,Operations,Manager,Full-time,Hybrid,36,73,29,147873,10.7,11,1,42.9,0,9,0,1,0
902,Operations,Associate,Full-time,Onsite,37,69,4,49622,14.5,1,0,42.8,0,29,0,0,0
903,Sales,Associate,Full-time,Hybrid,38,115,16,134041,11.6,22,0,88.7,1,42,0,0,0
904,Finance,Associate,Contract,Remote,40,86,17,104975,4.2,23,0,66.1,0,25,1,1,0
905,Sales,Associate,Full-time,Hybrid,32,31,20,123445,0.5,28,0,60.5,0,11,0,0,0
906,Operations,Team Lead,Contract,Onsite,26,3,21,90666,15.2,13,1,76.5,1,39,0,0,0
907,Marketing,Team Lead,Full-time,Remote,26,30,5,130877,23.0,10,1,82.1,0,58,0,1,0
908,Operations,Senior Associate,Full-time,Onsite,35,21,15,86005,2.7,8,0,52.1,0,4,1,0,0
909,Marketing,Manager,Full-time,Onsite,47,99,1,128429,5.3,21,1,51.1,0,8,0,1,0
910,Engineering,Associate,Full-time,Hybrid,29,6,0,137725,9.3,6,0,97.5,0,10,0,0,0
911,Operations,Associate,Full-time,Onsite,26,92,29,41403,20.2,28,1,75.4,0,46,0,0,0
912,Engineering,Manager,Full-time,Onsite,28,32,22,90477,6.7,11,0,63.4,0,22,1,2,1
913,Finance,Manager,Full-time,Remote,37,42,0,129610,22.1,28,1,88.1,0,16,0,0,0
914,Sales,Senior Associate,Contract,Onsite,35,101,18,130405,1.4,16,0,71.5,1,42,0,0,0
915,Marketing,Manager,Full-time,Hybrid,25,62,2,142985,23.5,8,0,54.5,1,12,1,0,0
916,Sales,Associate,Full-time,Hybrid,57,89,1,95035,14.0,5,0,52.4,1,16,1,0,0
917,Engineering,Associate,Full-time,Hybrid,38,32,16,62903,16.5,11,0,63.8,0,22,1,1,0
918,Marketing,Associate,Full-time,Onsite,57,99,27,122489,9.2,19,1,91.6,0,58,0,1,0
919,Sales,Associate,Full-time,Remote,27,86,17,37311,19.5,9,0,43.7,0,38,1,1,0
920,Operations,Associate,Full-time,Hybrid,37,88,32,80611,4.2,8,0,53.1,0,8,0,0,0
921,HR,Senior Associate,Full-time,Onsite,50,39,14,127561,1.2,11,1,93.6,0,17,0,1,1
922,Engineering,Associate,Full-time,Hybrid,57,64,21,50615,9.9,0,0,47.3,0,54,0,2,0
923,Sales,Senior Associate,Full-time,Hybrid,31,118,26,86808,21.3,1,1,77.8,0,17,0,0,0
924,Engineering,Associate,Contract,Remote,57,30,31,63580,18.9,18,0,52.8,1,29,0,0,0
925,Engineering,Team Lead,Full-time,Hybrid,50,63,18,87052,12.9,0,0,76.4,0,41,0,1,0
926,Marketing,Team Lead,Contract,Remote,35,114,27,121856,14.3,15,1,63.0,1,43,0,0,0
927,Marketing,Team Lead,Full-time,Onsite,25,96,27,72898,3.2,15,0,46.1,1,25,1,3,1
928,HR,Team Lead,Full-time,Hybrid,57,31,9,53952,21.0,17,0,74.9,0,17,0,0,0
929,Operations,Senior Associate,Full-time,Onsite,34,87,19,112790,19.7,17,1,81.0,0,20,1,1,1
930,Engineering,Senior Associate,Full-time,Onsite,39,40,24,45227,16.4,22,0,80.8,0,40,0,1,0
931,Sales,Manager,Full-time,Onsite,54,33,20,43760,11.7,25,1,78.2,1,40,0,0,1
932,Finance,Associate,Full-time,Hybrid,42,63,13,38826,24.1,12,1,70.0,0,41,1,0,1
933,Engineering,Team Lead,Full-time,Remote,37,25,21,109475,22.0,21,0,71.2,0,32,0,0,0
934,Engineering,Senior Associate,Full-time,Hybrid,36,36,25,128972,16.1,11,1,78.1,0,42,0,0,0
935,HR,Associate,Full-time,Onsite,26,24,10,113213,9.3,8,0,81.4,0,13,1,0,0
936,Operations,Associate,Full-time,Remote,27,95,6,90432,15.5,29,0,79.3,1,54,2,1,1
937,Finance,Senior Associate,Full-time,Onsite,24,58,16,103996,14.4,4,1,75.2,0,57,1,0,0
938,Marketing,Team Lead,Full-time,Remote,33,39,17,88204,9.9,8,1,49.4,0,9,0,0,0
939,Marketing,Manager,Full-time,Hybrid,57,46,6,38673,7.7,29,1,52.6,0,27,1,0,1
940,Sales,Associate,Full-time,Remote,54,77,19,123402,10.2,12,1,55.6,1,13,0,0,1
941,Finance,Manager,Contract,Hybrid,57,10,10,66158,14.3,15,0,95.2,0,18,0,0,0
942,Marketing,Team Lead,Full-time,Onsite,54,87,15,104989,10.7,27,0,85.6,1,25,0,0,0
943,Sales,Team Lead,Full-time,Remote,52,82,26,45904,6.6,9,0,73.2,1,9,0,0,0
944,Operations,Manager,Full-time,Onsite,42,32,10,45396,19.0,29,0,55.1,1,16,0,0,1
945,Sales,Team Lead,Full-time,Remote,48,97,15,123906,13.3,15,0,46.7,0,33,0,1,0
946,Marketing,Associate,Full-time,Hybrid,48,36,22,117469,1.7,13,1,93.9,0,53,0,0,1
947,HR,Manager,Full-time,Remote,29,28,11,84039,9.2,24,0,93.6,0,13,0,2,0
948,HR,Team Lead,Full-time,Remote,53,16,2,125885,22.1,1,1,46.6,0,25,0,0,0
949,HR,Manager,Full-time,Hybrid,47,16,1,34334,18.9,27,1,87.8,0,49,0,1,1
950,Marketing,Associate,Full-time,Hybrid,23,18,23,126996,8.1,24,0,66.8,0,33,0,0,0
951,HR,Team Lead,Full-time,Hybrid,33,8,28,57268,23.5,18,0,59.4,0,51,0,0,1
952,Finance,Associate,Full-time,Remote,43,106,33,94636,1.9,10,0,84.3,0,18,1,1,0
953,Operations,Team Lead,Contract,Onsite,38,80,19,52068,24.0,18,0,76.9,0,23,0,0,0
954,Sales,Senior Associate,Full-time,Remote,28,119,17,58247,6.1,27,1,86.8,0,30,1,0,0
955,Sales,Team Lead,Full-time,Remote,25,75,13,95121,0.2,10,0,44.5,1,39,0,0,1
956,Marketing,Manager,Full-time,Onsite,53,70,17,118670,10.8,13,1,59.1,0,5,0,0,0
957,HR,Team Lead,Full-time,Hybrid,32,1,1,46285,9.0,14,1,59.2,1,19,0,1,0
958,HR,Associate,Contract,Remote,22,62,0,130539,13.5,24,0,59.8,0,38,0,1,0
959,Engineering,Associate,Full-time,Onsite,46,76,19,116903,19.9,6,1,70.1,1,56,1,0,1
960,Operations,Team Lead,Contract,Hybrid,45,38,33,54136,21.1,14,0,57.0,1,44,0,0,1
961,Finance,Manager,Full-time,Hybrid,38,92,10,90378,10.0,29,0,66.7,0,33,1,1,0
962,Sales,Senior Associate,Full-time,Remote,29,45,26,67787,10.7,26,0,62.1,0,21,0,1,0
963,Engineering,Manager,Full-time,Hybrid,48,58,22,54425,3.7,23,0,84.1,0,6,0,0,0
964,Engineering,Senior Associate,Full-time,Hybrid,39,81,2,125001,1.2,22,0,76.2,0,32,0,1,1
965,Marketing,Associate,Contract,Onsite,48,1,11,48961,16.0,24,1,79.2,1,5,1,0,1
966,Sales,Manager,Full-time,Onsite,43,32,29,63443,1.6,7,0,52.6,0,15,1,0,1
967,Marketing,Senior Associate,Full-time,Hybrid,37,8,30,48823,18.3,29,0,59.5,0,7,1,0,0
968,Finance,Team Lead,Full-time,Onsite,23,118,22,105409,13.5,3,0,41.3,0,44,1,1,1
969,Engineering,Associate,Full-time,Hybrid,26,40,0,101123,5.0,17,0,46.5,1,22,1,2,0
970,Engineering,Team Lead,Full-time,Remote,39,56,19,134249,13.5,13,0,55.9,0,17,1,0,0
971,Operations,Associate,Full-time,Onsite,24,63,5,55852,4.6,28,0,43.9,1,13,0,2,0
972,Finance,Manager,Full-time,Hybrid,48,107,10,67535,11.0,26,0,76.2,0,49,0,2,0
973,Engineering,Manager,Full-time,Hybrid,38,110,34,37004,20.0,20,0,99.9,0,35,0,1,0
974,Finance,Associate,Contract,Onsite,37,88,3,136032,11.5,17,0,46.0,0,14,0,1,0
975,Sales,Associate,Full-time,Onsite,27,74,28,57823,3.7,3,1,89.3,0,4,1,0,0
976,HR,Associate,Full-time,Remote,28,111,9,134913,18.1,29,0,47.1,1,52,0,1,0
977,Engineering,Manager,Full-time,Hybrid,35,103,28,84086,4.7,27,1,80.2,1,45,0,1,1
978,Operations,Senior Associate,Full-time,Remote,36,103,0,148336,18.5,1,0,78.6,0,47,0,0,0
979,Sales,Team Lead,Full-time,Remote,54,74,7,37131,12.0,20,0,94.2,0,14,1,0,0
980,Finance,Team Lead,Full-time,Remote,48,36,16,113232,11.3,5,0,46.8,0,10,0,1,0
981,Marketing,Manager,Full-time,Onsite,50,89,18,55649,21.3,10,0,58.9,0,1,0,1,0
982,Sales,Team Lead,Contract,Remote,26,114,32,34099,17.7,0,0,45.4,0,22,0,1,0
983,Engineering,Associate,Full-time,Onsite,50,57,14,80806,0.8,14,1,64.4,0,23,0,0,1
984,Finance,Senior Associate,Full-time,Onsite,53,74,30,61571,7.4,11,0,94.7,1,17,0,0,0
985,HR,Team Lead,Full-time,Remote,27,83,20,60580,21.8,23,1,86.9,1,3,0,0,0
986,Sales,Senior Associate,Full-time,Remote,23,110,2,144163,0.5,17,0,83.4,0,14,0,0,0
987,Engineering,Associate,Full-time,Hybrid,27,45,1,124200,13.6,29,0,72.0,1,11,0,1,1
988,Operations,Team Lead,Contract,Remote,25,79,34,111118,18.2,4,0,93.0,0,58,0,0,1
989,Marketing,Manager,Contract,Hybrid,50,80,15,56469,15.5,10,0,67.0,0,58,0,0,1
990,Finance,Senior Associate,Contract,Remote,46,2,20,95179,19.0,23,1,49.0,0,2,3,1,1
991,Sales,Associate,Contract,Remote,30,93,11,117938,18.1,20,1,90.3,1,31,0,0,0
992,Sales,Senior Associate,Full-time,Remote,24,68,27,145973,17.3,18,1,56.8,1,35,0,2,1
993,HR,Team Lead,Full-time,Remote,47,117,11,54236,20.5,21,0,43.2,1,20,0,1,0
994,HR,Team Lead,Full-time,Hybrid,48,50,32,55110,16.1,0,0,47.6,1,47,0,1,1
995,Operations,Manager,Full-time,Hybrid,57,29,19,53430,10.1,16,1,76.5,0,5,1,1,0
996,Marketing,Associate,Full-time,Remote,53,95,20,74407,11.8,7,0,76.4,0,1,0,0,0
997,Operations,Associate,Full-time,Remote,22,81,35,67948,17.9,22,1,55.6,0,57,0,2,1
998,Engineering,Manager,Full-time,Hybrid,37,10,21,113299,21.9,15,0,83.6,1,53,0,2,0
999,Engineering,Manager,Full-time,Onsite,32,27,25,144496,6.8,25,1,86.4,1,8,0,0,0
1000,Operations,Associate,Full-time,Onsite,47,117,6,112565,8.6,25,1,95.2,0,11,0,0,0
1001,Marketing,Senior Associate,Full-time,Onsite,22,105,6,87367,23.3,10,1,75.1,1,43,1,0,0
1002,Operations,Senior Associate,Full-time,Hybrid,47,15,7,68180,14.5,26,0,86.8,0,58,0,1,1
1003,Marketing,Manager,Full-time,Hybrid,49,60,25,34652,4.5,18,0,85.2,0,23,0,0,0
1004,Marketing,Senior Associate,Full-time,Onsite,30,108,23,102370,16.6,23,0,55.5,0,13,0,0,0
1005,Finance,Associate,Full-time,Onsite,43,31,23,132755,24.8,10,1,58.6,1,48,0,1,1
1006,Marketing,Team Lead,Full-time,Remote,29,21,11,118023,20.6,14,1,68.7,0,40,0,0,1
1007,HR,Team Lead,Full-time,Hybrid,48,60,7,37084,18.6,7,0,41.1,1,11,0,0,0
1008,Marketing,Senior Associate,Full-time,Hybrid,40,58,8,75630,5.2,29,0,57.8,0,26,0,0,0
1009,Marketing,Manager,Full-time,Onsite,46,41,2,83276,21.9,13,0,68.4,0,9,0,0,0
1010,Marketing,Manager,Full-time,Onsite,42,46,20,110228,13.1,0,1,46.5,0,42,0,0,0
1011,Engineering,Manager,Full-time,Hybrid,45,45,30,145052,22.2,9,0,47.6,1,1,1,0,0
1012,HR,Manager,Full-time,Remote,45,26,23,32655,8.2,6,0,67.8,0,30,0,2,0
1013,HR,Manager,Full-time,Onsite,40,102,3,87752,1.6,17,0,83.9,1,27,1,1,1
1014,Operations,Senior Associate,Full-time,Hybrid,23,51,19,135737,11.9,11,0,90.0,0,15,0,1,0
1015,Finance,Team Lead,Full-time,Hybrid,35,36,15,129618,6.7,1,1,72.8,0,58,0,0,0
1016,Marketing,Team Lead,Full-time,Remote,53,52,9,77670,17.9,17,0,68.5,1,0,1,1,0
1017,Sales,Senior Associate,Full-time,Remote,53,81,25,35272,23.9,28,0,63.1,0,21,0,0,0
1018,Finance,Manager,Full-time,Onsite,49,51,28,30218,17.3,20,0,51.6,1,0,0,0,0
1019,Finance,Senior Associate,Full-time,Onsite,34,3,4,126428,22.2,6,0,48.8,0,30,0,1,1
1020,HR,Team Lead,Full-time,Onsite,33,14,10,67471,11.3,19,0,87.5,0,21,1,0,0
1021,Finance,Associate,Full-time,Hybrid,29,49,28,78762,19.3,26,0,67.9,1,33,1,2,0
1022,Marketing,Senior Associate,Full-time,Onsite,36,77,14,51515,21.1,11,0,87.4,1,11,0,0,0
1023,Marketing,Manager,Full-time,Hybrid,47,105,5,64307,17.8,19,0,82.2,0,58,0,1,0
1024,Engineering,Team Lead,Full-time,Onsite,33,91,14,148121,12.7,24,1,51.6,0,54,1,1,1
1025,Marketing,Team Lead,Full-time,Remote,48,1,19,108681,15.6,13,1,70.6,0,22,0,0,0
1026,Marketing,Team Lead,Full-time,Remote,39,57,33,47986,17.5,9,1,66.6,0,27,1,0,0
1027,HR,Team Lead,Full-time,Hybrid,57,17,1,114624,6.3,8,1,65.4,0,51,1,0,0
1028,Marketing,Manager,Full-time,Remote,48,112,15,100600,20.2,22,0,72.6,0,49,0,1,0
1029,Engineering,Associate,Contract,Hybrid,30,50,18,142092,23.8,29,0,98.9,1,11,0,0,0
1030,Sales,Team Lead,Full-time,Hybrid,22,98,33,148336,11.6,14,1,88.8,1,26,0,0,0
1031,HR,Senior Associate,Full-time,Remote,28,14,13,145793,17.5,25,0,94.2,0,22,1,0,0
1032,Sales,Associate,Full-time,Hybrid,47,118,23,84888,18.4,19,0,41.8,1,0,1,0,1
1033,HR,Team Lead,Full-time,Remote,28,119,27,117732,16.6,23,0,48.4,0,59,0,0,1
1034,Operations,Associate,Full-time,Onsite,28,59,31,41603,13.7,9,0,45.1,0,58,0,1,1
1035,Finance,Senior Associate,Full-time,Onsite,29,81,9,98024,22.0,18,0,55.8,1,42,1,0,0
1036,Operations,Team Lead,Full-time,Remote,37,3,8,120728,11.2,18,0,66.5,1,1,0,2,0
1037,Marketing,Senior Associate,Contract,Remote,24,98,23,58897,1.5,11,0,78.5,0,43,2,0,1
1038,Sales,Manager,Full-time,Remote,31,40,35,48802,21.1,22,1,70.0,1,30,0,0,0
1039,Marketing,Team Lead,Full-time,Remote,28,89,28,46411,16.8,28,0,94.2,0,1,0,1,0
1040,Finance,Team Lead,Contract,Onsite,42,66,28,90399,21.2,26,1,96.4,1,48,0,2,0
