employee_id,department,current_designation,tenure_months,months_since_last_promotion,performance_rating,avg_performance_rating_last_2yrs,project_completion_rate,training_hours_completed,peer_review_score,manager_rating,leadership_flag,certifications_count,PromotionReady
350,HR,Associate,16,54,1,2.31,76.7,24,1.37,4,0,3,0
351,HR,Senior Associate,29,7,3,1.64,76.3,53,1.92,4,0,2,1
352,Finance,Senior Associate,110,57,3,1.1,54.1,69,4.0,4,0,1,0
353,Finance,Associate,93,30,3,4.27,51.6,25,1.37,1,0,2,0
354,Sales,Senior Associate,109,47,2,1.79,62.5,9,1.02,4,0,1,0
355,HR,Manager,112,57,2,3.42,63.8,35,4.1,4,0,2,0
356,Engineering,Manager,92,3,2,3.3,75.8,51,3.24,5,0,2,0
357,Engineering,Senior Associate,15,4,5,1.66,95.8,73,2.69,2,0,2,0
358,Marketing,Team Lead,3,31,3,2.07,65.2,67,4.37,3,0,3,0
359,Engineering,Team Lead,43,0,4,2.95,92.9,49,4.42,5,0,0,0
360,Operations,Team Lead,24,59,4,1.14,52.0,6,2.42,3,0,1,0
361,Sales,Senior Associate,91,12,2,3.57,62.1,39,2.28,1,0,2,0
362,HR,Team Lead,98,29,4,1.11,56.0,72,3.78,5,0,1,0
363,Finance,Associate,109,8,1,2.56,64.9,10,1.88,2,0,0,0
364,Operations,Manager,81,17,3,3.1,69.3,33,1.9,4,0,3,0
365,Engineering,Senior Associate,37,48,5,2.61,58.5,44,1.94,3,0,0,0
366,HR,Manager,1,49,1,1.01,91.0,46,4.43,2,0,1,0
367,Sales,Senior Associate,59,27,2,4.44,84.9,28,1.17,5,0,2,0
368,Finance,Manager,62,58,1,3.51,63.9,44,1.95,3,1,0,0
369,Sales,Manager,1,10,3,4.98,89.9,67,4.1,2,0,2,0
370,Marketing,Senior Associate,93,16,3,4.45,62.4,55,1.86,3,0,0,0
371,Marketing,Team Lead,107,29,1,4.31,54.6,75,4.71,4,0,0,1
372,Engineering,Senior Associate,44,51,5,2.91,89.2,22,1.26,4,1,3,1
373,Sales,Manager,22,19,1,3.82,58.5,36,4.39,1,0,0,0
374,Finance,Manager,78,50,3,3.24,60.5,67,2.85,4,0,1,1
375,Finance,Senior Associate,3,22,3,4.62,90.3,38,2.9,5,0,1,1
376,Finance,Associate,88,21,2,4.95,84.3,60,1.16,5,0,2,0
377,HR,Manager,66,40,4,4.86,89.7,11,3.97,1,0,1,0
378,Operations,Manager,52,27,4,4.23,59.8,16,3.99,5,0,0,1
379,HR,Manager,110,58,1,4.28,90.0,16,2.99,1,0,1,0
380,Engineering,Team Lead,51,58,2,2.1,69.9,11,4.06,1,0,1,0
381,HR,Manager,114,51,3,1.13,79.2,49,4.28,4,0,1,0
382,Operations,Senior Associate,87,22,1,4.0,57.8,71,3.68,4,1,5,0
383,Sales,Associate,96,2,2,2.47,73.9,57,2.58,4,0,2,1
384,Engineering,Manager,38,14,2,4.64,69.5,34,4.18,5,0,1,0
385,HR,Team Lead,111,10,5,4.06,72.0,62,2.46,3,0,0,0
386,Engineering,Team Lead,30,50,1,1.81,73.3,66,1.02,2,0,0,0
387,HR,Senior Associate,34,59,4,4.57,65.5,53,3.34,4,0,0,0
388,Marketing,Associate,115,8,1,4.96,69.9,28,3.12,1,0,0,0
389,HR,Manager,47,55,3,3.89,93.2,24,3.41,5,1,3,1
390,Operations,Senior Associate,23,42,5,1.96,93.5,20,3.2,4,0,1,0
391,Finance,Senior Associate,82,57,1,3.93,99.8,33,1.78,4,0,1,0
392,Sales,Manager,94,39,1,3.48,98.2,10,2.96,5,0,2,0
393,Operations,Manager,5,41,5,3.6,83.4,0,1.16,2,0,1,0
394,Marketing,Team Lead,47,42,5,4.96,85.4,52,3.64,5,0,2,1
395,Operations,Manager,114,24,4,1.13,68.3,31,3.35,5,0,3,0
396,Marketing,Associate,76,19,5,2.74,71.9,74,2.95,2,0,2,1
397,Sales,Associate,8,28,4,4.6,53.2,41,4.45,4,1,0,1
398,Sales,Senior Associate,56,43,2,1.02,70.9,39,1.7,4,0,1,0
399,Sales,Manager,2,19,3,4.41,83.0,58,4.11,4,0,1,1
400,Operations,Associate,2,5,4,1.94,95.9,52,2.28,2,0,0,0
401,Engineering,Team Lead,100,45,2,2.16,81.8,57,4.77,5,1,0,0
402,Operations,Senior Associate,106,6,4,4.33,82.0,5,4.3,1,0,2,0
403,HR,Senior Associate,32,25,5,3.09,93.1,21,1.37,5,0,2,1
404,Operations,Senior Associate,47,7,4,2.87,73.3,33,3.86,3,0,2,1
405,Marketing,Manager,93,21,3,4.03,86.6,74,3.88,2,0,2,0
406,Finance,Team Lead,76,55,3,1.97,83.5,61,3.59,5,1,1,0
407,Finance,Senior Associate,47,56,4,2.66,63.4,27,4.83,2,1,0,1
408,Marketing,Team Lead,57,21,3,2.23,61.0,15,4.24,1,0,2,0
409,HR,Associate,106,42,3,1.31,52.3,48,2.81,1,0,0,0
410,Operations,Manager,54,38,1,2.7,81.5,12,3.98,5,0,0,0
411,Finance,Team Lead,44,46,3,4.23,85.0,14,3.77,5,1,0,0
412,HR,Associate,1,28,5,3.69,70.4,51,4.55,3,1,0,1
413,Operations,Associate,61,34,2,4.23,50.8,24,2.22,4,0,2,0
414,Marketing,Manager,44,14,3,4.19,88.2,54,4.59,4,0,1,0
415,Sales,Senior Associate,36,9,1,2.8,62.7,1,3.31,5,0,0,0
416,Marketing,Manager,99,39,5,3.91,57.2,56,3.13,2,0,1,1
417,Engineering,Senior Associate,99,58,1,3.59,63.3,31,3.35,4,0,1,0
418,Finance,Senior Associate,50,1,4,3.62,88.7,79,2.15,1,1,3,1
419,HR,Associate,47,25,5,2.06,96.0,43,3.33,1,0,1,0
420,Marketing,Team Lead,86,9,4,2.33,57.3,23,2.02,4,0,2,0
421,HR,Senior Associate,101,56,2,3.91,51.0,68,2.76,3,0,1,0
422,Engineering,Manager,116,2,2,4.09,86.6,72,4.9,3,0,1,0
423,Sales,Senior Associate,45,51,5,3.36,91.0,70,4.17,1,0,2,1
424,Finance,Associate,106,2,2,2.27,78.3,60,4.29,1,0,0,0
425,HR,Senior Associate,72,31,4,4.0,95.4,28,2.4,3,0,0,0
426,HR,Associate,108,41,1,1.37,71.9,76,2.99,1,0,0,0
427,HR,Team Lead,54,7,2,2.24,56.6,9,3.93,5,0,2,0
428,Operations,Associate,101,6,1,2.97,71.7,67,3.31,5,0,2,1
429,Finance,Team Lead,107,21,2,1.88,77.9,48,2.56,3,0,1,0
430,Operations,Senior Associate,20,7,4,4.58,90.2,30,1.48,4,0,0,0
431,Engineering,Manager,87,43,2,1.15,99.6,55,1.18,3,0,0,0
432,HR,Senior Associate,66,49,2,4.0,82.6,55,2.69,3,1,0,1
433,HR,Senior Associate,13,36,1,4.66,91.0,54,4.5,2,0,0,1
434,Engineering,Associate,21,16,5,2.4,77.2,6,3.27,4,0,1,0
435,HR,Team Lead,91,14,5,2.79,50.0,0,2.54,1,0,1,0
436,Engineering,Manager,40,3,2,3.96,53.6,45,4.86,1,0,0,0
437,HR,Senior Associate,60,46,5,1.95,56.0,49,2.35,3,0,1,0
438,Engineering,Manager,8,42,5,2.87,96.1,65,4.59,5,0,0,1
439,Marketing,Team Lead,85,34,3,4.45,50.7,0,4.51,4,0,1,0
440,Operations,Senior Associate,52,24,1,1.3,74.8,10,2.75,3,0,0,0
441,Engineering,Manager,91,46,5,2.89,71.2,41,2.37,3,0,1,0
442,Operations,Team Lead,28,56,2,1.35,90.0,57,2.5,1,0,0,0
443,Sales,Manager,49,50,3,3.58,85.0,14,3.79,1,0,0,0
444,Operations,Associate,25,43,5,3.39,51.6,48,2.68,3,1,4,1
445,Operations,Senior Associate,33,30,4,3.11,72.5,77,4.77,2,0,3,0
446,Marketing,Associate,51,18,2,3.5,85.9,68,4.75,4,1,1,1
447,Sales,Associate,105,43,3,2.81,72.5,6,3.36,2,1,0,0
448,Engineering,Manager,56,24,3,1.35,63.0,67,3.33,4,0,0,0
449,Sales,Manager,84,48,2,3.9,70.3,11,1.33,1,0,1,0
450,Engineering,Team Lead,116,39,3,4.06,69.9,24,1.09,3,1,1,0
451,HR,Senior Associate,76,56,2,4.26,79.4,45,3.66,4,1,2,1
452,HR,Associate,105,51,1,1.62,83.5,47,1.28,4,0,0,0
453,Engineering,Manager,45,50,3,3.04,65.8,63,3.22,1,0,0,0
454,HR,Manager,12,40,4,4.15,51.8,5,1.75,4,0,1,0
455,Operations,Team Lead,105,4,1,3.27,86.1,76,4.45,2,0,0,0
456,Operations,Team Lead,84,41,5,2.7,53.6,44,3.58,3,0,2,1
457,Sales,Senior Associate,15,52,1,4.27,83.4,9,2.55,1,0,1,0
458,HR,Senior Associate,31,33,1,3.78,97.7,37,2.59,4,1,1,0
459,Engineering,Associate,39,14,4,2.89,70.8,32,4.58,4,0,2,1
460,Engineering,Manager,82,30,2,1.06,98.2,19,1.97,1,0,0,0
461,HR,Manager,47,8,1,4.55,96.8,63,3.35,2,0,1,1
462,Finance,Manager,46,16,5,1.3,95.0,36,4.8,3,1,1,0
463,Operations,Team Lead,53,11,2,4.54,88.0,4,2.19,1,0,1,0
464,Sales,Associate,87,17,4,2.82,82.8,15,1.69,5,1,2,0
465,Finance,Team Lead,4,12,4,2.55,78.9,4,3.48,3,1,1,0
466,Marketing,Senior Associate,51,5,1,1.31,80.3,57,5.0,2,1,0,0
467,Marketing,Team Lead,45,16,4,3.83,98.0,71,2.01,5,0,1,1
468,Engineering,Manager,35,8,1,3.94,58.6,66,4.78,4,0,1,0
469,Operations,Team Lead,67,46,2,4.74,72.7,72,2.22,5,1,0,1
470,Operations,Team Lead,62,16,3,2.08,76.1,61,3.53,2,0,0,0
471,Finance,Senior Associate,27,48,4,1.99,93.2,15,2.72,1,0,0,0
472,Finance,Team Lead,46,32,3,2.51,51.1,45,1.18,4,0,0,0
473,Engineering,Manager,2,11,5,2.28,97.6,37,4.66,2,0,1,0
474,Finance,Senior Associate,52,9,4,3.41,73.4,48,2.2,5,0,2,1
475,Marketing,Manager,26,56,5,1.26,62.5,8,2.78,4,0,0,0
476,Operations,Team Lead,19,0,3,1.08,78.2,21,4.22,3,0,4,0
477,Operations,Senior Associate,45,51,2,3.32,68.8,66,2.66,3,0,0,0
478,HR,Manager,15,2,3,1.64,88.4,58,3.36,4,0,3,1
479,Marketing,Senior Associate,16,52,2,2.98,66.7,38,2.69,2,0,2,0
480,Sales,Associate,73,39,3,4.15,90.3,74,3.3,3,0,1,0
481,HR,Manager,17,40,4,3.12,60.3,66,4.61,3,0,1,1
482,HR,Manager,32,24,1,4.71,70.6,32,4.1,4,0,2,0
483,Engineering,Senior Associate,77,4,1,1.96,93.2,56,3.25,4,0,1,1
484,HR,Team Lead,102,20,1,3.8,80.9,4,2.57,1,0,1,0
485,Sales,Manager,33,53,1,1.8,79.9,6,1.57,4,0,0,0
486,Engineering,Associate,77,53,5,1.48,74.1,78,4.31,4,0,2,0
487,Engineering,Team Lead,36,16,4,2.79,91.1,9,1.91,3,0,0,0
488,Marketing,Manager,40,16,2,2.36,74.9,48,1.86,3,0,1,0
489,Operations,Senior Associate,28,28,1,2.9,91.2,30,1.67,5,1,2,1
490,Finance,Team Lead,23,23,2,4.25,80.6,43,4.33,4,0,1,0
491,Engineering,Manager,26,21,3,3.87,96.8,29,1.63,4,1,1,1
492,Operations,Associate,20,57,5,2.6,76.8,76,1.99,4,0,2,0
493,Operations,Manager,64,53,4,2.06,55.3,46,4.06,2,0,2,0
494,Operations,Team Lead,80,27,3,2.38,88.5,39,3.21,2,0,1,0
495,Engineering,Senior Associate,61,11,3,1.63,89.6,3,1.01,1,0,0,0
496,Engineering,Associate,54,10,4,4.36,97.7,12,3.96,4,0,1,1
497,HR,Manager,66,54,1,3.65,90.5,77,3.38,1,0,4,1
498,Marketing,Associate,114,33,3,2.01,69.8,42,1.73,4,0,0,0
499,Finance,Associate,1,22,4,4.15,72.2,36,2.13,2,0,3,0
500,Engineering,Associate,30,14,2,2.82,95.4,1,2.88,5,0,6,1
501,Operations,Team Lead,38,57,4,3.82,79.4,60,1.06,5,0,0,0
502,Finance,Manager,14,48,2,1.36,78.4,4,2.9,2,0,3,0
503,HR,Associate,10,56,3,1.99,61.1,72,4.58,3,0,1,1
504,Marketing,Team Lead,82,38,4,2.34,53.9,71,3.44,5,1,1,1
505,Operations,Senior Associate,91,37,3,1.81,55.1,68,4.63,2,0,1,1
506,Sales,Team Lead,68,25,3,2.93,97.3,36,1.09,3,1,1,1
507,Marketing,Manager,34,21,3,2.34,65.9,36,1.38,5,0,1,0
508,Sales,Associate,64,43,3,3.82,77.6,18,4.6,3,0,0,0
509,Operations,Team Lead,104,37,4,3.9,77.6,19,1.05,3,0,2,0
510,Sales,Team Lead,63,43,1,4.48,88.8,1,3.19,2,0,1,0
511,Sales,Manager,76,6,4,1.18,92.9,46,3.98,1,0,0,0
512,HR,Team Lead,86,29,5,1.53,71.4,52,3.42,2,0,0,0
513,Marketing,Associate,111,59,3,4.81,89.3,22,3.63,3,0,1,0
514,Finance,Manager,111,39,1,4.83,50.9,7,3.03,1,0,0,0
515,Engineering,Associate,5,25,4,1.07,58.0,40,1.71,5,1,2,0
516,Marketing,Associate,84,38,2,4.94,99.2,34,1.77,4,0,2,0
517,Sales,Team Lead,83,54,2,3.51,74.2,61,1.18,1,0,1,0
518,Operations,Senior Associate,110,2,2,1.9,63.7,74,1.73,1,0,4,0
519,Marketing,Manager,33,7,1,2.99,97.3,18,1.89,5,1,1,0
520,Engineering,Senior Associate,38,53,4,3.97,63.4,30,1.57,1,0,1,0
521,HR,Manager,86,7,5,3.55,87.4,53,3.2,1,0,2,0
522,HR,Associate,80,36,1,2.65,88.5,56,4.78,2,1,1,0
523,Marketing,Team Lead,79,49,2,4.57,66.1,75,1.27,5,0,2,1
524,Finance,Senior Associate,111,43,5,3.66,58.4,43,3.64,3,0,2,1
525,Sales,Team Lead,109,19,2,1.05,54.7,36,3.24,3,0,1,0
526,Engineering,Team Lead,9,20,1,1.08,82.8,58,3.13,3,0,1,0
527,Engineering,Senior Associate,95,59,1,1.78,74.1,28,3.77,4,0,1,0
528,Operations,Team Lead,23,43,3,3.7,95.2,40,1.86,4,0,2,0
529,Engineering,Team Lead,94,49,5,3.64,66.1,46,4.11,3,0,4,0
530,HR,Manager,41,4,2,2.31,97.1,69,1.83,4,0,2,0
531,Sales,Manager,40,30,2,3.69,52.5,67,4.39,5,0,0,0
532,Sales,Associate,67,37,4,1.2,73.2,10,4.83,4,1,1,0
533,HR,Associate,48,20,5,2.06,98.4,0,2.23,4,0,1,0
534,HR,Senior Associate,97,45,2,1.58,52.2,28,2.72,1,0,1,0
535,Engineering,Associate,82,24,3,3.48,54.0,25,4.79,2,1,3,1
536,Marketing,Senior Associate,68,47,2,3.2,80.3,17,1.1,2,0,2,0
537,Operations,Associate,82,28,4,3.42,64.2,65,3.81,5,0,0,1
538,Sales,Senior Associate,60,59,5,1.15,78.3,30,2.78,3,0,2,0
539,HR,Manager,74,55,5,2.89,99.8,73,4.02,4,0,0,0
540,HR,Team Lead,101,8,4,4.17,86.3,79,1.02,3,1,0,1
541,Operations,Senior Associate,16,4,2,3.25,92.9,52,4.33,2,0,1,1
542,Operations,Senior Associate,62,7,3,3.87,75.7,16,3.51,3,0,1,0
543,Operations,Associate,32,28,4,2.17,62.7,57,4.39,4,0,0,0
544,Finance,Manager,14,24,1,4.22,82.1,44,4.32,1,0,0,0
545,Sales,Associate,119,27,5,3.04,63.4,58,2.75,2,0,0,0
546,Marketing,Manager,80,12,2,2.66,96.7,59,1.5,1,0,2,0
547,Sales,Associate,48,10,4,3.51,97.9,77,3.94,1,0,1,0
548,Engineering,Manager,30,32,3,2.04,97.8,4,1.24,1,1,0,0
549,Sales,Team Lead,27,50,2,2.0,85.0,19,1.98,2,0,1,0
550,Engineering,Manager,17,6,3,1.56,58.7,36,2.15,4,0,0,0
551,HR,Team Lead,47,45,5,3.51,97.3,55,4.12,5,0,3,1
552,Operations,Team Lead,11,27,5,2.03,54.9,6,1.57,2,0,3,0
553,HR,Senior Associate,53,2,4,3.42,70.5,20,3.24,2,1,0,1
554,Finance,Manager,76,30,3,2.06,67.3,63,2.57,4,0,3,0
555,Sales,Senior Associate,15,31,3,4.32,63.5,2,3.08,4,1,1,1
556,Operations,Senior Associate,66,21,3,1.34,52.2,23,1.46,4,0,2,0
557,Engineering,Team Lead,7,41,5,1.74,68.4,35,4.57,1,0,0,0
558,Finance,Senior Associate,51,42,2,4.67,56.0,70,2.54,1,0,1,0
559,Marketing,Team Lead,4,3,4,3.81,52.5,4,1.7,2,0,0,0
560,Finance,Associate,71,45,1,4.6,94.2,41,1.66,3,1,1,0
561,Finance,Associate,25,18,5,1.44,80.0,41,3.79,4,0,0,0
562,Operations,Manager,42,51,4,1.29,73.6,20,4.52,2,0,2,0
563,Sales,Manager,118,45,1,1.4,69.6,1,1.13,1,0,0,0
564,Marketing,Senior Associate,113,16,4,4.37,66.2,35,2.74,2,0,0,0
565,Marketing,Team Lead,7,23,3,4.84,70.0,8,4.37,5,1,2,1
566,Sales,Senior Associate,99,11,4,2.21,90.0,77,2.09,5,0,0,1
567,HR,Associate,61,53,1,3.14,96.4,55,2.86,5,0,2,0
568,Operations,Associate,18,29,1,4.04,90.6,22,2.36,1,0,1,0
569,Sales,Manager,90,46,4,1.12,50.1,17,4.33,4,0,0,0
570,Marketing,Senior Associate,83,12,5,1.8,79.4,10,4.56,1,0,1,0
571,Sales,Team Lead,51,22,1,2.01,81.1,42,1.94,3,0,2,0
572,Engineering,Associate,87,16,5,3.72,52.3,7,3.01,2,0,0,0
573,Finance,Senior Associate,91,45,3,3.9,86.0,18,4.47,1,0,0,0
574,Engineering,Manager,92,32,5,2.69,60.3,78,3.07,4,0,2,0
575,Finance,Manager,103,26,2,3.64,55.0,29,4.45,5,0,0,0
576,HR,Associate,40,29,3,3.62,86.9,19,4.48,2,1,2,0
577,HR,Manager,43,14,5,1.41,64.3,29,1.85,5,0,0,0
578,HR,Team Lead,2,10,2,3.31,61.9,51,3.19,4,0,0,0
579,Finance,Team Lead,89,57,2,4.09,83.8,63,3.56,1,0,0,1
580,Marketing,Senior Associate,101,35,2,1.52,90.4,62,1.25,5,0,0,0
581,Sales,Senior Associate,106,49,1,4.48,54.4,56,1.08,1,1,1,0
582,Operations,Senior Associate,17,33,1,3.63,64.7,27,4.29,4,0,1,0
583,Sales,Team Lead,73,21,5,1.98,80.4,52,2.14,3,0,0,0
584,Operations,Senior Associate,67,21,2,3.6,66.5,2,2.55,1,0,1,0
585,Sales,Associate,21,41,3,3.65,53.4,21,4.58,5,0,2,0
586,Marketing,Manager,25,20,4,2.18,93.5,77,4.09,5,0,1,1
587,Finance,Associate,8,46,1,3.98,60.8,42,4.28,1,0,0,0
588,Marketing,Team Lead,83,8,3,4.0,79.1,3,3.59,3,0,1,0
589,HR,Manager,43,13,1,4.8,97.2,1,2.2,2,0,2,0
590,Finance,Team Lead,47,48,1,4.06,75.5,67,3.53,5,1,4,0
591,Marketing,Team Lead,23,12,1,3.11,62.5,71,2.03,2,0,0,0
592,Marketing,Manager,116,58,1,2.96,64.9,23,2.16,4,0,2,0
593,Engineering,Manager,16,33,3,1.98,95.3,3,1.51,4,0,1,0
594,Engineering,Senior Associate,108,14,2,3.71,55.8,5,1.11,2,1,0,0
595,HR,Senior Associate,86,12,5,1.66,90.7,35,3.47,2,0,1,1
596,Operations,Manager,5,21,3,2.39,63.8,33,4.12,3,0,1,0
597,Engineering,Senior Associate,80,52,2,1.61,50.0,28,4.28,1,0,0,0
598,Operations,Associate,35,39,2,3.39,69.6,25,2.82,3,1,2,0
599,Marketing,Manager,23,59,2,1.58,55.2,37,3.72,2,0,0,0
600,Operations,Associate,11,11,1,4.27,52.1,48,1.3,5,0,1,0
601,Operations,Senior Associate,58,25,2,4.35,87.7,78,4.3,5,0,1,0
602,Marketing,Senior Associate,17,31,3,4.46,97.2,24,4.9,5,1,1,1
603,Engineering,Team Lead,103,35,2,4.32,78.1,22,2.75,4,0,0,0
604,Operations,Associate,119,19,1,2.24,71.5,75,1.5,4,1,1,0
605,HR,Senior Associate,49,48,4,4.61,68.4,30,2.29,4,0,2,0
606,Engineering,Manager,46,3,1,3.99,60.7,50,3.94,4,0,2,0
607,Finance,Associate,60,54,1,3.93,55.3,59,1.27,4,0,0,0
608,Finance,Associate,89,45,3,3.66,87.5,75,1.47,1,0,2,0
609,Sales,Senior Associate,79,1,3,1.83,85.5,56,4.82,1,0,1,0
610,Engineering,Manager,20,11,2,2.66,81.0,6,2.81,1,0,1,0
611,Engineering,Team Lead,97,59,4,2.52,81.8,68,3.24,3,1,1,0
612,Finance,Manager,3,21,1,2.23,50.6,45,1.78,1,0,2,0
613,Operations,Senior Associate,89,26,1,4.81,97.0,42,2.94,1,0,2,1
614,Finance,Associate,115,26,5,2.59,64.8,76,2.96,1,0,0,0
615,Engineering,Associate,6,1,5,4.0,70.2,26,3.57,3,0,1,0
616,HR,Manager,89,25,4,2.17,55.6,4,2.4,4,0,1,0
617,Sales,Team Lead,72,53,4,3.66,80.4,55,3.29,3,0,1,0
618,Finance,Associate,109,22,3,2.56,51.2,34,4.15,3,0,1,0
619,HR,Team Lead,11,14,4,3.82,71.1,79,4.35,5,0,2,1
620,Finance,Associate,8,38,3,1.35,50.9,65,1.44,3,0,1,0
621,Sales,Manager,17,11,2,2.55,69.4,52,1.59,4,0,3,0
622,HR,Senior Associate,78,54,1,2.07,53.6,67,3.89,2,1,2,0
623,Marketing,Associate,32,18,2,1.49,67.1,20,3.45,2,0,1,0
624,Operations,Senior Associate,59,24,3,3.57,98.7,31,1.18,3,0,2,0
625,Operations,Associate,38,16,4,2.63,74.5,18,4.11,3,0,3,0
626,HR,Manager,24,24,5,3.57,68.1,68,3.64,2,0,1,1
627,Sales,Associate,117,32,5,4.66,95.0,56,3.26,3,1,0,1
628,Sales,Manager,61,40,5,4.08,57.7,75,1.56,1,0,0,0
629,Marketing,Associate,104,20,2,1.66,77.4,2,3.32,5,0,0,0
630,Operations,Team Lead,109,42,1,4.07,82.7,37,1.01,2,0,1,0
631,Sales,Team Lead,63,46,3,4.59,72.8,58,1.6,3,0,1,0
632,HR,Manager,35,1,2,4.38,87.4,33,4.08,5,0,3,1
633,Marketing,Senior Associate,48,25,4,4.46,53.9,56,4.1,4,1,4,1
634,Sales,Senior Associate,84,31,4,4.74,50.9,66,3.85,4,0,1,1
635,Sales,Team Lead,26,27,3,1.4,97.4,29,1.48,3,0,1,0
636,HR,Manager,79,43,3,3.88,53.0,28,1.5,4,0,4,0
637,Engineering,Associate,30,8,2,1.77,81.6,20,1.29,3,0,3,0
638,Marketing,Associate,11,45,4,3.55,83.3,50,1.39,1,1,2,0
639,Marketing,Senior Associate,39,49,1,4.44,64.8,10,3.62,2,0,4,0
640,Engineering,Manager,33,9,2,1.23,72.8,71,1.83,5,0,1,0
641,Finance,Manager,71,17,2,3.93,96.6,7,1.07,3,0,1,0
642,HR,Associate,110,28,2,2.89,93.2,10,3.65,5,0,2,0
643,Sales,Associate,32,49,4,2.09,54.9,58,2.66,3,0,0,0
644,Marketing,Senior Associate,3,8,3,4.88,89.0,79,4.46,4,1,1,1
645,Marketing,Manager,107,24,4,2.25,78.4,64,4.02,5,0,0,0
646,Engineering,Senior Associate,117,7,4,2.12,67.8,34,2.41,5,0,1,0
647,Operations,Manager,80,12,3,4.09,58.8,79,3.76,2,1,1,0
648,Finance,Senior Associate,45,39,4,2.54,73.5,69,4.38,3,0,1,0
649,Operations,Senior Associate,70,34,2,4.12,70.5,37,1.81,4,0,1,1
650,Marketing,Senior Associate,104,57,1,2.92,71.9,11,3.47,1,0,0,0
651,Operations,Manager,84,44,1,2.43,59.5,9,4.25,3,0,0,0
652,Operations,Senior Associate,94,48,3,1.19,86.9,35,4.82,1,0,1,0
653,Engineering,Manager,108,33,4,2.76,70.0,13,3.83,3,0,3,0
654,Marketing,Manager,48,14,5,1.56,68.4,45,4.74,1,0,0,0
655,HR,Manager,68,16,1,4.13,51.1,58,3.17,2,0,2,1
656,Marketing,Senior Associate,110,30,4,4.54,51.6,54,3.29,2,0,1,0
657,Sales,Team Lead,34,15,4,3.92,73.0,46,2.71,5,1,0,0
658,Marketing,Associate,41,40,3,1.22,73.1,74,4.25,5,1,0,0
659,Finance,Team Lead,63,52,1,3.0,84.2,78,4.72,4,0,0,0
660,Operations,Manager,35,34,5,2.85,56.7,37,3.15,4,0,2,0
661,HR,Manager,119,42,2,1.58,96.7,15,1.41,3,0,1,0
662,Engineering,Team Lead,75,3,2,3.77,57.6,68,1.8,1,1,1,0
663,Finance,Team Lead,101,22,2,4.79,92.8,24,3.66,1,1,0,0
664,Engineering,Manager,57,25,3,2.22,55.7,23,2.9,4,0,0,0
665,Finance,Manager,45,19,4,3.28,64.8,23,1.44,5,0,2,0
666,Finance,Associate,101,31,1,1.15,50.1,48,4.5,5,0,0,0
667,Engineering,Team Lead,119,34,2,1.24,96.8,48,1.79,4,0,0,0
668,Engineering,Associate,81,20,1,1.15,50.5,30,4.8,1,0,1,0
669,Marketing,Team Lead,98,8,4,4.73,64.8,73,2.66,1,0,3,1
670,Engineering,Manager,25,35,1,2.74,91.3,0,1.54,1,0,1,0
671,Operations,Associate,83,56,5,2.31,80.7,79,3.82,4,0,4,1
672,HR,Senior Associate,88,21,4,2.12,75.2,22,4.66,5,0,0,0
673,Operations,Manager,65,31,5,1.7,69.9,48,2.0,5,0,1,0
674,HR,Senior Associate,113,50,5,1.5,81.8,30,2.24,3,1,2,0
675,Marketing,Team Lead,100,36,3,3.11,57.8,73,2.49,2,0,0,0
676,Marketing,Senior Associate,56,21,5,1.68,75.7,30,4.65,2,1,2,0
677,Marketing,Manager,96,37,3,2.82,93.8,72,1.59,5,0,0,1
678,Engineering,Team Lead,84,5,3,1.11,93.1,75,1.63,5,0,1,0
679,Engineering,Senior Associate,54,2,4,4.74,74.4,6,1.81,3,0,1,0
680,Marketing,Associate,19,33,2,4.03,77.0,14,2.38,5,0,4,1
681,Finance,Team Lead,60,10,2,3.31,74.5,34,2.21,2,0,1,0
682,Finance,Associate,32,8,1,3.5,76.9,11,3.26,3,0,1,0
683,HR,Associate,56,28,5,4.91,80.8,27,3.82,3,0,0,0
684,Marketing,Team Lead,43,25,5,2.94,54.4,44,4.07,3,0,1,0
685,Operations,Manager,59,58,2,3.92,58.9,5,3.06,5,1,2,0
686,Marketing,Team Lead,42,44,5,4.66,58.8,61,2.89,2,0,1,1
687,Finance,Manager,10,11,4,1.37,91.3,77,4.03,4,1,0,1
688,Operations,Senior Associate,108,19,5,2.81,61.5,4,1.33,1,0,4,0
689,Engineering,Associate,51,8,5,4.77,64.5,68,4.44,2,0,0,0
690,HR,Manager,94,59,3,4.1,55.8,72,2.82,2,0,0,0
691,Finance,Manager,75,31,1,3.13,83.5,78,3.41,5,0,1,1
692,Engineering,Associate,106,51,5,2.93,96.6,4,4.72,5,0,2,1
693,Marketing,Team Lead,102,37,3,2.95,83.4,61,4.27,4,0,0,0
694,Sales,Senior Associate,40,40,5,2.42,73.3,37,2.75,1,0,1,0
695,Marketing,Manager,49,21,4,3.82,67.4,67,2.42,4,0,0,1
696,Finance,Team Lead,87,46,3,2.45,92.1,6,3.82,4,0,2,0
697,Marketing,Team Lead,113,50,4,4.06,90.7,18,4.44,1,1,0,0
698,Engineering,Senior Associate,54,21,5,3.22,56.1,2,3.12,3,0,0,1
699,Marketing,Associate,85,29,5,1.23,95.0,26,3.15,4,1,1,1
700,Sales,Associate,46,31,4,3.96,77.3,5,4.84,5,0,1,0
701,HR,Manager,92,26,5,1.89,79.0,30,4.05,1,1,3,1
